name,origin,slug,aroma,acid,body,flavor,aftertaste,desc_1,desc_3,desc_4,text
2528,"Nyeri growing region, south-central Kenya",/review/kenya-murunga-new-gatanga-fcs-mukurwe-factory-ab,9.0,8.0,9.0,9.0,8.0,"Richly spiced-toned, deeply sweet. Dried apricot, molasses, pink peppercorn, dark chocolate, jasmine in aroma and cup. Sweet-savory structure with engaging, bright acidity; plush, syrupy mouthfeel. The short finish leads with dried apricot and dark chocolate, followed in the long by jasmine and pink peppercorn.",An opulent Kenya carried by spice notes (both floral and peppery) that balance the coffee’s deep sweetness.,,"Richly spiced-toned, deeply sweet. Dried apricot, molasses, pink peppercorn, dark chocolate, jasmine in aroma and cup. Sweet-savory structure with engaging, bright acidity; plush, syrupy mouthfeel. The short finish leads with dried apricot and dark chocolate, followed in the long by jasmine and pink peppercorn. An opulent Kenya carried by spice notes (both floral and peppery) that balance the coffee’s deep sweetness."
365,Other,/review/brazil-recreio-selectivo,9.0,8.0,8.0,9.0,8.0,"Richly sweet, nut-toned. Baker’s chocolate, hazelnut butter, pear, agave syrup, fresh-cut fir in aroma and cup. Sweet-toned structure with brisk acidity; satiny-smooth mouthfeel. Chocolate- and nut-toned in the long, resonant finish.","A friendly, richly nut-toned Brazil cup, a bit reminiscent of nutella, with pleasing notes of fresh-cut fir and pear throughout.",,"Richly sweet, nut-toned. Baker’s chocolate, hazelnut butter, pear, agave syrup, fresh-cut fir in aroma and cup. Sweet-toned structure with brisk acidity; satiny-smooth mouthfeel. Chocolate- and nut-toned in the long, resonant finish. A friendly, richly nut-toned Brazil cup, a bit reminiscent of nutella, with pleasing notes of fresh-cut fir and pear throughout."
1504,"Yirgacheffe growing region, southern Ethiopia",/review/ethiopia-worka-2,9.0,8.0,9.0,9.0,8.0,"Delicately floral and fruit-toned. Honeysuckle, honeydew melon, lemon verbena, roasted cacao nib, frankincense in aroma and cup. Sweet-tart structure with playful, bright acidity; full, satiny mouthfeel. The richly sweet finish consolidates to cocoa-toned honeysuckle and melon.","A balanced, richly floral natural-processed Ethiopia cup redolent with crisply sweet fruit tones throughout.",,"Delicately floral and fruit-toned. Honeysuckle, honeydew melon, lemon verbena, roasted cacao nib, frankincense in aroma and cup. Sweet-tart structure with playful, bright acidity; full, satiny mouthfeel. The richly sweet finish consolidates to cocoa-toned honeysuckle and melon. A balanced, richly floral natural-processed Ethiopia cup redolent with crisply sweet fruit tones throughout."
1964,Other,/review/guatemala-hunapu,9.0,8.0,9.0,9.0,8.0,"Deeply sweet, rich-toned. Apricot, baker’s chocolate, honeysuckle, oak, agave syrup in aroma and cup. Sweet in structure with brisk acidity; full, syrupy mouthfeel. The finish consolidates to apricot and baker’s chocolate, with hints of honeysuckle.","An impressive sweetness is complicated by a brisk edge in this big-bodied, apricot- and cocoa-toned Guatemala.",,"Deeply sweet, rich-toned. Apricot, baker’s chocolate, honeysuckle, oak, agave syrup in aroma and cup. Sweet in structure with brisk acidity; full, syrupy mouthfeel. The finish consolidates to apricot and baker’s chocolate, with hints of honeysuckle. An impressive sweetness is complicated by a brisk edge in this big-bodied, apricot- and cocoa-toned Guatemala."
1297,"Yirgacheffe growing region, southern Ethiopia",/review/ethiopia-banko-dhadhato-washed,9.0,8.0,9.0,9.0,8.0,"Delicately opulent. Honey, lemon blossom, cocoa, fresh pipe tobacco, a hint of roasted nut in aroma and cup. Very sweet, gently crisp in structure; buoyant, almost levitating in mouthfeel. Quietly resonant, cocoa-toned in the finish.","A classic version of the Yirgacheffe cup, all seductive flowers, soft citrus, and cocoa.",,"Delicately opulent. Honey, lemon blossom, cocoa, fresh pipe tobacco, a hint of roasted nut in aroma and cup. Very sweet, gently crisp in structure; buoyant, almost levitating in mouthfeel. Quietly resonant, cocoa-toned in the finish. A classic version of the Yirgacheffe cup, all seductive flowers, soft citrus, and cocoa."
2597,"Kirinyaga District, south-central Kenya",/review/kenya-rugeto-peaberry,9.0,8.0,8.0,9.0,8.0,"Richly sweet, spice-toned. Roasted cacao nib, tamarind, tangerine zest, freesia-like flowers, almond in aroma and cup. Sweet-tart structure with juicy acidity; crisp, satiny mouthfeel. Resonant finish centers on notes of cocoa-toned tamarind and freesia.",A balanced and engaging Kenya: high-toned with spicy floral and delicate cocoa notes.,,"Richly sweet, spice-toned. Roasted cacao nib, tamarind, tangerine zest, freesia-like flowers, almond in aroma and cup. Sweet-tart structure with juicy acidity; crisp, satiny mouthfeel. Resonant finish centers on notes of cocoa-toned tamarind and freesia. A balanced and engaging Kenya: high-toned with spicy floral and delicate cocoa notes."
1802,Other,/review/gayo-aceh-sumatra,9.0,8.0,8.0,9.0,8.0,"Richly sweet, spicy, tobacco-toned. Pipe tobacco, almond brittle, ginger blossom, mango, roasted cacao nib in aroma and cup. Sweet-savory structure with gentle, rounded acidity; crisp, satiny mouthfeel. The finish resonates with vanilla-toned pipe tobacco and ginger blossom.",Expressive and resonant: Spice-toned florals and sweetly savory pipe tobacco offer rich throughlines.,,"Richly sweet, spicy, tobacco-toned. Pipe tobacco, almond brittle, ginger blossom, mango, roasted cacao nib in aroma and cup. Sweet-savory structure with gentle, rounded acidity; crisp, satiny mouthfeel. The finish resonates with vanilla-toned pipe tobacco and ginger blossom. Expressive and resonant: Spice-toned florals and sweetly savory pipe tobacco offer rich throughlines."
2483,"Nyeri growing region, south-central Kenya",/review/kenya-karuthi-aa,9.0,9.0,9.0,9.0,9.0,"Complex, layered, spice-toned. Coconut, blackberry, ginger blossom, wild honey, dark chocolate in aroma and cup. The structure is sweet, tart and savory in balance with juicy, bright acidity. Plush, syrupy mouthfeel. The long, resonant finish centers around berry and coconut, supported by ginger blossom and chocolate.","A big, lavishly complex, high-toned Kenya cup alive with berry and tropical fruit, spicy florals and deep chocolate.",,"Complex, layered, spice-toned. Coconut, blackberry, ginger blossom, wild honey, dark chocolate in aroma and cup. The structure is sweet, tart and savory in balance with juicy, bright acidity. Plush, syrupy mouthfeel. The long, resonant finish centers around berry and coconut, supported by ginger blossom and chocolate. A big, lavishly complex, high-toned Kenya cup alive with berry and tropical fruit, spicy florals and deep chocolate."
2567,"Nyeri growing region, south-central Kenya",/review/kenya-nyeri-nudurutu-factory-ab,9.0,8.0,9.0,9.0,8.0,"Bright, richly sweet-savory. Red currant, hop flowers, fresh-cut cedar, roasted cacao nib, almond brittle in aroma and cup. Richly bittersweet structure with resonant, high-toned acidity; viscous, satiny mouthfeel. The lingering finish leads with red currant and almond brittle in the short, settling to cacao nib and hop flowers in the long.","A harmonious Kenya that gracefully integrates sweet and savory, bright and bitter, in vibrant balance.",,"Bright, richly sweet-savory. Red currant, hop flowers, fresh-cut cedar, roasted cacao nib, almond brittle in aroma and cup. Richly bittersweet structure with resonant, high-toned acidity; viscous, satiny mouthfeel. The lingering finish leads with red currant and almond brittle in the short, settling to cacao nib and hop flowers in the long. A harmonious Kenya that gracefully integrates sweet and savory, bright and bitter, in vibrant balance."
1392,"Yirgacheffe growing region, south-central Ethiopia",/review/ethiopia-kochere-washed-saona-lot,9.0,9.0,9.0,9.0,9.0,"High-toned, richly sweet-tart. Apricot, wild honey, sandalwood, roasted cacao nib, lilac in aroma and cup. Sweetly tart structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The finish is resonant with all the aroma and flavor notes of the cup, leading with apricot and lilac in the short and cocoa-toned sandalwood in the long, all sustained by a deep, honeyish sweetness. ","Dynamic, engaging, classic washed Ethiopia cup, propelled by sweet floral and juicy stone-fruit notes.",,"High-toned, richly sweet-tart. Apricot, wild honey, sandalwood, roasted cacao nib, lilac in aroma and cup. Sweetly tart structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The finish is resonant with all the aroma and flavor notes of the cup, leading with apricot and lilac in the short and cocoa-toned sandalwood in the long, all sustained by a deep, honeyish sweetness.  Dynamic, engaging, classic washed Ethiopia cup, propelled by sweet floral and juicy stone-fruit notes."
1351,Other,/review/ethiopia-guji-natural-dasaya-se-1,9.0,8.0,9.0,9.0,8.0,"Elegantly fruit-toned, chocolaty. Dark chocolate, dried fig, oak, narcissus-like flowers, molasses in aroma and cup. Crisply sweet structure with balanced, vibrant acidity; full, syrupy mouthfeel. The finish consolidates to notes of dried fig and molasses supported by a rich dark chocolate.","A cleanly and seductively fruit-forward, richly chocolate-toned natural-processed Ethiopia cup.",,"Elegantly fruit-toned, chocolaty. Dark chocolate, dried fig, oak, narcissus-like flowers, molasses in aroma and cup. Crisply sweet structure with balanced, vibrant acidity; full, syrupy mouthfeel. The finish consolidates to notes of dried fig and molasses supported by a rich dark chocolate. A cleanly and seductively fruit-forward, richly chocolate-toned natural-processed Ethiopia cup."
134,Other,/review/auromar-geisha-natural-2,9.0,8.0,9.0,9.0,8.0,"Cleanly fruit-toned, delicately rich. Rum cordial, orange zest, coconut, plum, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; plump, satiny-smooth mouthfeel. The inviting finish leads with coconut and plum in the short, with notes of cedar and rum cordial returning in the long.","A stone fruit-driven natural-processed Geisha cup with an engaging, cleanly cordial-like fruit ferment suggestion throughout.",,"Cleanly fruit-toned, delicately rich. Rum cordial, orange zest, coconut, plum, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; plump, satiny-smooth mouthfeel. The inviting finish leads with coconut and plum in the short, with notes of cedar and rum cordial returning in the long. A stone fruit-driven natural-processed Geisha cup with an engaging, cleanly cordial-like fruit ferment suggestion throughout."
2108,Other,/review/holiday-blend-25,9.0,8.0,9.0,9.0,8.0,"Delicate, sweetly savory. Red currant, honeysuckle, roasted cacao nib, agave syrup, eucalyptus in aroma and cup. Lively acidity lifts the sweet-savory structure; full, syrupy mouthfeel. The richly drying finish consolidates to notes of red currant, eucalyptus and cacao nib.","A richly aromatic blend of two Ethiopia coffees, one washed- and one natural-processed, that deliver a complex package of bright and savory: flowers, pungent fruit, herb.",,"Delicate, sweetly savory. Red currant, honeysuckle, roasted cacao nib, agave syrup, eucalyptus in aroma and cup. Lively acidity lifts the sweet-savory structure; full, syrupy mouthfeel. The richly drying finish consolidates to notes of red currant, eucalyptus and cacao nib. A richly aromatic blend of two Ethiopia coffees, one washed- and one natural-processed, that deliver a complex package of bright and savory: flowers, pungent fruit, herb."
2646,Other,/review/kith-kin,9.0,8.0,8.0,9.0,8.0,"Pungently sweet, deeply expressive. Gooseberry, sandalwood, narcissus-like flowers, maple syrup, baker’s chocolate in aroma and cup. Sweet in structure with savory resonance; crisp, velvety mouthfeel. The long, quiet finish is flavor-saturated.","A fine and wintery Ethiopia-Kenya blend named for the bonds formed within and beyond the family: deep, rich, both sweet and savory.",,"Pungently sweet, deeply expressive. Gooseberry, sandalwood, narcissus-like flowers, maple syrup, baker’s chocolate in aroma and cup. Sweet in structure with savory resonance; crisp, velvety mouthfeel. The long, quiet finish is flavor-saturated. A fine and wintery Ethiopia-Kenya blend named for the bonds formed within and beyond the family: deep, rich, both sweet and savory."
1142,Other,/review/el-salvador-pacamara-3,9.0,8.0,8.0,9.0,8.0,"Fruit-forward, crisply sweet. Peach, grapefruit zest, hazelnut, molasses, oak in aroma and cup. Savory-sweet structure with round, gentle acidity; full, satiny mouthfeel. The resonant finish centers around notes of peach, grapefruit zest and oak.","A washed-process Pacamara cup that leads with bright stone fruit notes, balanced by bittersweet citrus zest and aromatic wood.",,"Fruit-forward, crisply sweet. Peach, grapefruit zest, hazelnut, molasses, oak in aroma and cup. Savory-sweet structure with round, gentle acidity; full, satiny mouthfeel. The resonant finish centers around notes of peach, grapefruit zest and oak. A washed-process Pacamara cup that leads with bright stone fruit notes, balanced by bittersweet citrus zest and aromatic wood."
2034,Other,/review/guji-oraga-tabe,9.0,8.0,8.0,9.0,8.0,"Rich-toned, crisply sweet. Narcissus, plum, cedar, cashew butter, honey in aroma and cup. Sweet-tart structure with soft acidity; satiny-smooth mouthfeel. The finish resonates with plum and narcissus notes in the short, consolidating to cashew and cedar in the long.","A fine Ethiopia wet-processed cup: balanced and engaging, with stone fruit and sweet florals as throughlines.",,"Rich-toned, crisply sweet. Narcissus, plum, cedar, cashew butter, honey in aroma and cup. Sweet-tart structure with soft acidity; satiny-smooth mouthfeel. The finish resonates with plum and narcissus notes in the short, consolidating to cashew and cedar in the long. A fine Ethiopia wet-processed cup: balanced and engaging, with stone fruit and sweet florals as throughlines."
168,"Boquete growing region, western Panama",/review/baru-gesha,9.0,9.0,9.0,10.0,9.0,"Elegantly rich, decadently fruit-toned. Dark chocolate, raspberry liqueur, frankincense, freesia-like flowers, almond brittle in aroma and cup. Deeply sweet in structure with vibrant acidity; plush, syrupy mouthfeel. The resonant finish is long and saturated with all of the flavors and aromas of the cup.","A knockout fruit-bomb of a Gesha cup, processed by Ninety Plus' proprietary ""hot fermentation"" method that is designed to intensify sweetness.",,"Elegantly rich, decadently fruit-toned. Dark chocolate, raspberry liqueur, frankincense, freesia-like flowers, almond brittle in aroma and cup. Deeply sweet in structure with vibrant acidity; plush, syrupy mouthfeel. The resonant finish is long and saturated with all of the flavors and aromas of the cup. A knockout fruit-bomb of a Gesha cup, processed by Ninety Plus' proprietary ""hot fermentation"" method that is designed to intensify sweetness."
1758,Other,/review/flowery-nekisse,9.0,9.0,9.0,9.0,9.0,"Rich-toned, resonantly floral. Wisteria, myrrh, almond nougat, lemon curd, dried cherry in aroma and cup. Sweetly tart structure with zesty, bright acidity; full, syrupy mouthfeel. The finish leads with tart lemon curd and cherry notes, followed by deep wisteria with an undercurrent of almond.",A floral-driven natural-processed Ethiopia Geisha that invokes a stroll under wisteria vines; tart fruit and sweet nut tones provide support and balance.,,"Rich-toned, resonantly floral. Wisteria, myrrh, almond nougat, lemon curd, dried cherry in aroma and cup. Sweetly tart structure with zesty, bright acidity; full, syrupy mouthfeel. The finish leads with tart lemon curd and cherry notes, followed by deep wisteria with an undercurrent of almond. A floral-driven natural-processed Ethiopia Geisha that invokes a stroll under wisteria vines; tart fruit and sweet nut tones provide support and balance."
565,"Narino Department, southern Colombia",/review/colombia-el-obraje-gesha,9.0,8.0,9.0,9.0,8.0,"Complex, multi-faceted, spice-toned. Dahlia-like flowers, bergamot, almond, vanilla, roasted cacao nib in aroma and cup. Sweetly tart structure with balanced, bright acidity; delicate, silky-smooth mouthfeel. Bergamot and vanilla-toned cocoa carry the quiet, balanced finish.",Layers upon layers of spicy floral and fruit notes resonate in this natural-processed Gesha from Colombia.,,"Complex, multi-faceted, spice-toned. Dahlia-like flowers, bergamot, almond, vanilla, roasted cacao nib in aroma and cup. Sweetly tart structure with balanced, bright acidity; delicate, silky-smooth mouthfeel. Bergamot and vanilla-toned cocoa carry the quiet, balanced finish. Layers upon layers of spicy floral and fruit notes resonate in this natural-processed Gesha from Colombia."
