slug,name,roaster,roast,country_of_origin,desc_1,desc_2,latitude,longitude,rating,aroma,acid,body,flavor,aftertaste,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,type_espresso,type_organic,type_fair_trade,type_decaffeinated,type_pod_capsule,type_blend,type_estate
/review/colombia-geisha-2,Colombia Geisha,Paradise Roasters,Medium-Light,Colombia,"Deep, richly sweetsavory. Black currant, fine musk, toffee, jasmine, celery seed in aroma and cup. Sweetsavory in structure with bright, juicy acidity; plush, syrupy mouthfeel. The flavorsaturated finish is equal parts sweetleaning black currant, toffee, jasmine and savory musk, celery seed. ","Produced by Pedro Maria Zuiga of Finca El Progresso entirely of the rare Ethiopiaderived botanical variety Geisha also spelled Gesha. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Geisha variety continues to distinguish itself as one of the worlds most unique coffees. This is a wetprocessed or washed version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Paradise Roasters specializes in microlot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craftroasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 7634330626 for more information.",4.099917,-72.9088133,94,9.0,8.0,9.0,9.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,1
/review/select-reserve-guatemala-el-aceituno-el-bonito-microlot,Select Reserve Guatemala El Aceituno “El Bonito” Microlot,Red Rock Roasters,Medium-Light,Guatemala,"Richly sweet, spicetoned. Cocoa powder, cinnamon, oak, lily, lemongrass in aroma and cup. Sweet structure with gentle, round acidity; full, velvety mouthfeel. The finish centers on cocoa and lilylike flowers with a hint of lemongrass.","Produced by Celeste Fumagalli of Gold Grains Coffee. This is a wetprocessed or washed coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Red Rock Roasters was founded in Albuquerque, New Mexico in 1993 in a family barn and remains familyowned and focused on quality and freshness. Visit www.redrockroasters.com or call 8008739793 for more information.",15.5855545,-90.345759,91,8.0,8.0,8.0,9.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1
/review/foothills-series-hambela-ethiopia,Foothills Series Hambela Ethiopia,Vienna Coffee Company,Medium-Light,Ethiopia,"Fruittoned, richly sweet. Strawberry, dark chocolate, nutmeg, grapefruit zest, freshcut fir in aroma and cup. Sweettoned structure with round, gentle acidity; satinysmooth mouthfeel. The gently drying finish centers around freshcut fir with strawberry and nutmeg suggestions.","Southern Ethiopia produces distinctive coffees from traditional, largely indigenous varieties of Arabica long grown in the region. This is a natural or dryprocessed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wetprocessed or washed coffees. Vienna Coffee Company is a craft roastery and coffee shop with two locations in Tennessee. Visit www.viennacoffeecompany.com for more information.",6.7678,35.6343712,91,8.0,8.0,8.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/ethiopia-gugi,Ethiopia Gugi,Topeca Coffee Roasters,Medium-Light,Ethiopia,"Fruittoned, richly chocolaty. Dark chocolate, dried blueberry, freesialike flowers, honey, cedar in aroma and cup. Sweettart structure with round, gentle acidity; full, syrupy mouthfeel. The finish consolidates to blueberry and chocolate notes, with a hint of cedar.","Southern Ethiopia coffees like this one are largely produced from indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the dry or natural method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wetprocessed or washed coffees. Topéca Coffee is an artisan roaster with three café locations and a roastery in Tulsa, Oklahoma.Visit www.topecacoffee.com or call 9183988022 for more information.",6.7678,35.6343712,93,9.0,8.0,9.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/kenya-murunga-new-gatanga-fcs-mukurwe-factory-ab,Kenya Murunga New Gatanga FCS Mukurwe Factory AB,Small Eyes Cafe,Medium-Light,Kenya,"Richly spicedtoned, deeply sweet. Dried apricot, molasses, pink peppercorn, dark chocolate, jasmine in aroma and cup. Sweetsavory structure with engaging, bright acidity; plush, syrupy mouthfeel. The short finish leads with dried apricot and dark chocolate, followed in the long by jasmine and pink peppercorn.","Despite grower discontent and urban encroachment on prime coffee lands, Kenya and its dedicated cooperatives continue to produce some of the worlds most elegant and distinctive coffees. Small Eyes Café is a small, familyowned coffee shop in Yilan, Taiwan, specializing in artisanally roasted specialty coffee and homemade desserts. Visit https://www.facebook.com/Smalleyescafe for more information.",1.4419683,38.4313975,94,9.0,8.0,9.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/brazil-recreio-selectivo,Brazil Recreio Selectivo,Topeca Coffee Roasters,Medium-Light,Brazil,"Richly sweet, nuttoned. Bakers chocolate, hazelnut butter, pear, agave syrup, freshcut fir in aroma and cup. Sweettoned structure with brisk acidity; satinysmooth mouthfeel. Chocolate and nuttoned in the long, resonant finish.","Produced by Diogo Dias Texeira de Macedo entirely from trees of the Yellow Bourbon variety of Arabica. Processed by the natural method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wetprocessed or washed coffees. Topéca Coffee is an artisan roaster with three café locations and a roastery in Tulsa, Oklahoma.Visit www.topecacoffee.com or call 9183988022 for more information.",-10.3333333,-53.2,92,9.0,8.0,8.0,9.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,1
/review/ethiopia-worka-2,Ethiopia WORKA,Red Rooster Coffee Roaster,Medium-Light,Ethiopia,"Delicately floral and fruittoned. Honeysuckle, honeydew melon, lemon verbena, roasted cacao nib, frankincense in aroma and cup. Sweettart structure with playful, bright acidity; full, satiny mouthfeel. The richly sweet finish consolidates to cocoatoned honeysuckle and melon.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from indigenous varieties of Arabica long grown in the region. This is a natural or dryprocessed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is rounder and lowertoned than the more familiar wetprocessed floral and citrustoned Yirgacheffe profile. This coffee is certified Fair Trade, meaning it was purchased at a fair or economically sustainable price. Worka is one of twentytwo primary cooperatives located in the Gedeo Zone of Southern Ethiopia together organized as the Yirgacheffe Farmers Union. Established in 2010, Red Rooster is an organiccertified microroaster focusing on socially conscious coffee and highquality coffee. Visit redroostercoffee.com or call 5407457338 for more information.",6.7678,35.6343712,94,9.0,8.0,9.0,9.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0
/review/guatemala-hunapu,Guatemala Hunapu,Temple Coffee and Tea,Medium-Light,Guatemala,"Deeply sweet, richtoned. Apricot, bakers chocolate, honeysuckle, oak, agave syrup in aroma and cup. Sweet in structure with brisk acidity; full, syrupy mouthfeel. The finish consolidates to apricot and bakers chocolate, with hints of honeysuckle.","Produced by Luis Pedro Zelaya entirely from trees of the admired Bourbon variety of Arabica. This is a wetprocessed or washed coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Temple Coffee is a qualityfocused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 9164541282 for more information.",15.5855545,-90.345759,93,9.0,8.0,9.0,9.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1
/review/ethiopia-banko-dhadhato-washed,Ethiopia Banko Dhadhato Washed,Red Rooster Coffee Roaster,Light,Ethiopia,"Delicately opulent. Honey, lemon blossom, cocoa, fresh pipe tobacco, a hint of roasted nut in aroma and cup. Very sweet, gently crisp in structure; buoyant, almost levitating in mouthfeel. Quietly resonant, cocoatoned in the finish.","Produced by members of the Banko Dhadhato Cooperative in the celebrated Yirgacheffe growing region of southern Ethiopia from traditional Ethiopian varieties of Arabica long grown in the area. This coffee is organic and Fair Trade certified, the latter meaning it was purchased from farmers at a fair or economically sustainable price. Established in 2010, Red Rooster is an organiccertified microroaster focusing on socially conscious coffee and highquality coffee. Visit redroostercoffee.com or call 5407457338 for more information.",6.7678,35.6343712,94,9.0,8.0,9.0,9.0,8.0,1,0,0,0,0,0,0,1,1,0,0,0,0
/review/kenya-rugeto-peaberry,Kenya Rugeto Peaberry,Temple Coffee and Tea,Medium,Kenya,"Richly sweet, spicetoned. Roasted cacao nib, tamarind, tangerine zest, freesialike flowers, almond in aroma and cup. Sweettart structure with juicy acidity; crisp, satiny mouthfeel. Resonant finish centers on notes of cocoatoned tamarind and freesia.","Produced by the Rungeto Farmers Cooperative Society from trees of the admired SL28 and SL34 varieties of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya and its dedicated cooperatives continue to produce some of the worlds most elegant and distinctive coffees. Temple Coffee is a qualityfocused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 9164541282 for more information.",1.4419683,38.4313975,93,9.0,8.0,8.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/gayo-aceh-sumatra,Gayo Aceh Sumatra,JBC Coffee Roasters,Medium-Light,Indonesia,"Richly sweet, spicy, tobaccotoned. Pipe tobacco, almond brittle, ginger blossom, mango, roasted cacao nib in aroma and cup. Sweetsavory structure with gentle, rounded acidity; crisp, satiny mouthfeel. The finish resonates with vanillatoned pipe tobacco and ginger blossom.",JBC Coffee Roasters vision is simple: let the coffee lead the way through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 6082565282 for more information.,-2.4833826,117.8902853,92,9.0,8.0,8.0,9.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0
/review/kenya-karuthi-aa,Kenya Karuthi AA,Coava Coffee Roasters,Medium-Light,Kenya,"Complex, layered, spicetoned. Coconut, blackberry, ginger blossom, wild honey, dark chocolate in aroma and cup. The structure is sweet, tart and savory in balance with juicy, bright acidity. Plush, syrupy mouthfeel. The long, resonant finish centers around berry and coconut, supported by ginger blossom and chocolate.","Produced by members of the Othaya Cooperative from trees of the admired SL28 and SL34 varieties of Arabica. Despite challenges ranging from contested government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, Kenya continues to produce some of the worlds most elegant and distinctive coffees. Coava is a Portlandbased coffee roaster, now with a San Diego location as well, that aims to provide quality coffee and education regarding the preparation of good coffee. Visit www.coavacoffee.com or call 5038948134 for more information.",1.4419683,38.4313975,95,9.0,9.0,9.0,9.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/kenya-nyeri-nudurutu-factory-ab,Kenya Nyeri Nudurutu Factory AB,Kakalove Cafe,Medium-Light,Kenya,"Bright, richly sweetsavory. Red currant, hop flowers, freshcut cedar, roasted cacao nib, almond brittle in aroma and cup. Richly bittersweet structure with resonant, hightoned acidity; viscous, satiny mouthfeel. The lingering finish leads with red currant and almond brittle in the short, settling to cacao nib and hop flowers in the long.","Despite grower discontent and urban encroachment on prime coffee lands, Kenya and its dedicated cooperatives continue to produce some of the worlds most elegant and distinctive coffees. Kakalove Café is a nanoroaster located in the small city of ChiaYi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email kahiyuho@gmail.com for more information.",1.4419683,38.4313975,94,9.0,8.0,9.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/ethiopia-kochere-washed-saona-lot,Ethiopia Kochere Washed Saona Lot,Kakalove Cafe,Medium-Light,Ethiopia,"Hightoned, richly sweettart. Apricot, wild honey, sandalwood, roasted cacao nib, lilac in aroma and cup. Sweetly tart structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The finish is resonant with all the aroma and flavor notes of the cup, leading with apricot and lilac in the short and cocoatoned sandalwood in the long, all sustained by a deep, honeyish sweetness. ","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method fruit skin and pulp are removed before drying typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Almost all Yirgacheffe coffees are produced by villagers on small, garden plots interplanted with food and other subsistence crops. Kakalove Café is a nanoroaster located in the small city of ChiaYi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email kahiyuho@gmail.com for more information.",6.7678,35.6343712,95,9.0,9.0,9.0,9.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/ethiopia-guji-natural-dasaya-se-1,Ethiopia Guji Natural Dasaya,Kakalove Cafe,Medium-Light,Ethiopia,"Elegantly fruittoned, chocolaty. Dark chocolate, dried fig, oak, narcissuslike flowers, molasses in aroma and cup. Crisply sweet structure with balanced, vibrant acidity; full, syrupy mouthfeel. The finish consolidates to notes of dried fig and molasses supported by a rich dark chocolate.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. This is a dryprocessed or natural version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wetprocessed or washed coffees. Kakalove Café is a nanoroaster located in the small city of ChiaYi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email kahiyuho@gmail.com for more information.",6.7678,35.6343712,94,9.0,8.0,9.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/auromar-geisha-natural-2,Auromar Geisha Natural,Willoughbys Coffee  Tea,Medium-Light,Panama,"Cleanly fruittoned, delicately rich. Rum cordial, orange zest, coconut, plum, cedar in aroma and cup. Sweettoned structure with gentle, round acidity; plump, satinysmooth mouthfeel. The inviting finish leads with coconut and plum in the short, with notes of cedar and rum cordial returning in the long.","This coffee tied for the fourthhighest rating in a tasting of holiday coffees for Coffee Reviews December 2018 tasting report. Produced from trees of the rare Ethiopiaderived botanical variety Geisha also spelled Gesha by farmer Roberto Brenes of Auromar Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Geisha/Gesha variety continues to distinguish itself as one of the worlds most unique coffees. This is a dryprocessed or natural version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wetprocessed or washed coffees. Willoughbys Coffee  Tea is a pioneer specialty coffee roaster established in the early 1980s that has gracefully and successfully moved with the times and now offers a menu of extremely refined smalllot, singleorigin coffees. Visit www.willoughbyscoffee.com or call 8003888400 for more information.",8.559559,-81.1308434,93,9.0,8.0,9.0,9.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0
/review/holiday-blend-25,Holiday Blend,Olympia Coffee,Medium-Light,Ethiopia,"Delicate, sweetly savory. Red currant, honeysuckle, roasted cacao nib, agave syrup, eucalyptus in aroma and cup. Lively acidity lifts the sweetsavory structure; full, syrupy mouthfeel. The richly drying finish consolidates to notes of red currant, eucalyptus and cacao nib.","This coffee tied for the fourthhighest rating in a tasting of holiday coffees for Coffee Reviews December 2018 tasting report. A blend comprised of two Ethiopia coffees from independent farmers as opposed to members of cooperatives in the celebrated Yirgacheffe region: Adisu Kidanes naturalprocessed coffee, and Desta Golas washedprocess coffee. Olympia Coffee Roasting is a smallbatch wholesale and retail roasting company with a youthful, nononsense style and a commitment to highquality organic coffees. Visit www.olympiacoffee.com or call 3607530066 for more information.",6.7678,35.6343712,93,9.0,8.0,9.0,9.0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0
/review/kith-kin,Kith & Kin,Revel Coffee,Medium-Light,Kenya,"Pungently sweet, deeply expressive. Gooseberry, sandalwood, narcissuslike flowers, maple syrup, bakers chocolate in aroma and cup. Sweet in structure with savory resonance; crisp, velvety mouthfeel. The long, quiet finish is flavorsaturated.","This coffee tied for the fourthhighest rating in a tasting of holiday coffees for Coffee Reviews December 2018 tasting report. A blend comprised of coffees from Kiambu County, Kenya and Guji Zone, Ethiopia. Revel Coffee is a microroaster located in Billings, Montana. Its motto: Quality is paramounta difference you can revel in. Visit www.revelcoffee.com or call 4065349621 for more information.",1.4419683,38.4313975,93,9.0,8.0,8.0,9.0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0
/review/el-salvador-pacamara-3,El Salvador Pacamara,Speckled Ax,Medium-Light,El Salvador,"Fruitforward, crisply sweet. Peach, grapefruit zest, hazelnut, molasses, oak in aroma and cup. Savorysweet structure with round, gentle acidity; full, satiny mouthfeel. The resonant finish centers around notes of peach, grapefruit zest and oak.","This coffee tied for the fifthhighest rating in a tasting of holiday coffees for Coffee Reviews December 2018 tasting report. Produced by Rodolfo Huezo Pineda entirely of the Pacamara variety of Arabica. The Pacamara is a bigbeaned hybrid of the Bourbonrelated Pacas and the hugebeaned Maragogipe, a mutant of the ancient Typica variety. This is a wetprocessed or washed coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Speckled Ax is a roaster based in Portland, Maine, specializing in highquality certified organic and smalllot coffees. The company roasts in a vintage woodfired Petroncini roaster with the goal of highlighting each coffees best attributes. Visit www.speckledax.com for more information.",13.8000382,-88.9140683,92,9.0,8.0,8.0,9.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1
/review/guji-oraga-tabe,Guji Oraga Tabe,Steadfast Coffee,Medium-Light,Ethiopia,"Richtoned, crisply sweet. Narcissus, plum, cedar, cashew butter, honey in aroma and cup. Sweettart structure with soft acidity; satinysmooth mouthfeel. The finish resonates with plum and narcissus notes in the short, consolidating to cashew and cedar in the long.","This coffee tied for the fifthhighest rating in a tasting of holiday coffees for Coffee Reviews December 2018 tasting report. Southern Ethiopia coffees are largely produced from distinctive indigenous varieties of Arabica long grown in the region, and when processed like this one by the wet or washed method fruit skin and pulp is removed before drying, they typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Visit www.steadfast.coffee for more information.",6.7678,35.6343712,92,9.0,8.0,8.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
